Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp,HermiT,JFact,Konclude,Openllet,Pellet,KoncludeCLI
ore_ont_5730.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10749.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15475.owl,3754,1393,11907,7633,4806,2374,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3224,79.7753,4.6026,0.3143,68.1696,52.1347,0.5234
ore_ont_4363.owl,3726,1308,11872,7618,4777,2374,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8844.owl,4396,1313,12380,7637,5633,1722,282,0,349,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4141999999999999,48.6091,5.2265,0.1979,84.1634,65.7016,0.4191
ore_ont_14191.owl,4396,1306,12402,7664,5628,1754,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4,44.599,5.842,0.1989,83.5479,58.8413,0.4165
ore_ont_9800.owl,1681,1955,11587,9831,2486,7337,8,34,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,OE,5.018,IE,0.0512,0.7128,0.6061,0.3898
ore_ont_15615.owl,4480,1355,12656,7827,5744,1801,282,0,351,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5664.owl,4397,1321,12581,7836,5630,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4780.owl,4417,1321,12624,7859,5653,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4407,57.3033,5.843500000000001,0.2423,85.6862,65.7814,0.4734
ore_ont_3839.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0409,0.7424,0.7837000000000001,0.074,0.2426,0.1968,0.2548
ore_ont_9257.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0385,0.7501,0.7353000000000001,0.0736,0.2322,0.1824,0.2557
ore_ont_10608.owl,2377,8082,14918,12537,4453,8082,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1055,0.4331,6.7462,0.0312,0.4277,0.4437,0.2706
ore_ont_10991.owl,2370,7989,14796,12423,4432,7989,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1032,0.4465,6.7333,0.0305,0.2514,0.193,0.2633
ore_ont_14258.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1325,10.0226,9.4187,0.0618,0.0605,0.0666,0.2596
ore_ont_13430.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3561.owl,113,1804,7556,7404,305,7091,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4578.owl,8747,0,19010,10258,10253,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3106.owl,8747,0,19009,10257,10253,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11675.owl,8751,0,19015,10260,10255,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7488.owl,1672,10772,14772,13074,2282,10772,20,0,26,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0774,0.3287,6.4591,0.0528,0.2072,0.2531,0.2976
ore_ont_3080.owl,4041,102,10823,6717,6529,111,77,4,62,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13124.owl,3779,0,16809,13026,7165,5858,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.167,1.5708,7.8636,0.045,0.6278,0.5942,0.227
ore_ont_9020.owl,185,0,10500,10315,10315,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10389.owl,8755,0,19525,10769,10768,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5841.owl,5703,1466,16745,10788,9109,1480,199,39,215,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2145,5.3184000000000005,7.6711,0.0999,0.3989,0.3637,0.2742
ore_ont_7195.owl,2878,9,19474,16591,5310,11276,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1538,5.524,10.7622,0.0366999999999999,0.3452,0.2724,0.2649
ore_ont_8329.owl,2674,0,12722,10044,10042,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13141.owl,7133,0,13562,6429,6429,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13919.owl,1864,0,18659,16793,2725,14067,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16453.owl,1867,0,18671,16802,2732,14069,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0679,2.9281,15.7977,0.0209,0.1858,0.1608,0.2621
ore_ont_13949.owl,2920,9,19893,16968,5421,11542,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1606,5.5755,11.062,0.0366999999999999,0.373,0.2838,0.2716
ore_ont_10212.owl,220,1920,10465,10223,364,9853,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15921.owl,187,3307,8874,8624,385,8234,5,0,64,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1393,0.4162,2.9599,0.0151,0.2404,0.242,0.2784
ore_ont_10280.owl,11594,0,20166,8572,8572,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5492.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,8.2394,3.5752,0.0402,0.0945,0.0794,0.2861
ore_ont_1112.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0779,8.0177,3.5368,0.0401,0.083,0.0867,0.2847
ore_ont_12665.owl,4366,0,21281,16907,4453,12450,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1,8.1175,3.5202,0.0403,0.088,0.0765,0.2821
ore_ont_264.owl,6114,0,9251,3132,3132,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9881.owl,269,4297,12947,12633,533,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.7338,TO,60.3974,0.0283,494.9122,637.6074,0.6068
ore_ont_9014.owl,3782,5858,16815,13029,7169,5858,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11411.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.6344,TO,65.8627,0.0286,490.0349,646.7377,0.608
ore_ont_10197.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.7881,TO,63.7928,0.0287,484.4507,647.2554,0.6068
ore_ont_2129.owl,5879,0,9017,3133,3133,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10774.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12161.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6751.owl,9707,0,21587,11880,11879,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12776.owl,7053,0,14101,7047,7047,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11452.owl,9764,0,21702,11937,11936,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9761.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_236.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11536.owl,9698,0,21946,12249,12249,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9386.owl,777,2379,10923,10120,1092,9016,12,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,TO,2.6261,TO,0.0159,135.63,TO,0.21
ore_ont_5840.owl,5088,0,14667,9168,8726,0,442,0,413,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10890.owl,9273,0,22286,13013,13013,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10348.owl,2906,0,14071,11160,11156,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_16750.owl,219,2197,11340,11103,367,10730,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.7696,2.5592,40.9966,0.0185,TO,TO,0.3261
ore_ont_2848.owl,2828,8085,17414,14552,6452,8085,15,0,35,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2454.owl,2933,0,14226,11281,11275,0,6,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_360.owl,9991,0,20230,10240,10240,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5690.owl,10925,0,16567,5641,5641,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7726.owl,7826,0,21321,13494,13494,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_950.owl,293,2045,11927,11612,545,11061,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.699,2.4641,41.1605,0.018,17.1649,23.3123,0.3603
ore_ont_6862.owl,9751,0,22751,13000,13000,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6869.owl,9754,0,22757,13003,13003,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13991.owl,3120,4088,12263,8229,4025,4088,116,313,465,0,OWL2_DL - OWL2_FULL,OWL2_DL,OE,TO,2.4351,0.254,8.9673,7.3123,0.6201
ore_ont_3712.owl,9867,0,23056,13189,13189,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14499.owl,9990,0,14985,4995,4995,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6234.owl,3127,11,22174,19011,6069,12917,25,0,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12536.owl,7929,0,21720,13781,13778,0,3,3,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7203.owl,6725,6,21531,14769,8783,5974,12,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,108.3312,3.2021,112.8731,0.1122,17.1329,9.4339,0.3429
ore_ont_9596.owl,6136,0,18960,12823,12163,660,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1364,0.7603,7.6586,0.0708,0.1885,0.1791,0.2343
ore_ont_4609.owl,206,4282,13830,13556,595,12844,117,3,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,0.0786,52.8151,31.9466,0.8298
ore_ont_15680.owl,206,4282,13830,13556,595,12844,117,3,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,0.0776,24.8535,32.9737,0.8373
ore_ont_4732.owl,10572,0,23649,13077,13077,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9612.owl,9158,0,18729,9569,9567,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14574.owl,2745,0,13256,10506,10506,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8627.owl,221,4237,10504,10221,465,9750,6,0,64,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,18.5149,16.6979,56.9965,0.0347,6.1234,46.1011,0.425
ore_ont_8755.owl,10325,0,23953,13628,13628,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13451.owl,10327,0,23957,13630,13630,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_33.owl,10330,0,23964,13634,13634,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6358.owl,10428,0,24107,13679,13679,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6109.owl,6135,73,18368,12232,12163,69,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14587.owl,10433,0,24193,13760,13760,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_16610.owl,2796,0,13517,10714,10712,0,2,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_16299.owl,12151,0,24089,11937,11937,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7218.owl,2674,0,12723,10044,10042,0,2,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15363.owl,2265,6868,16971,14703,7833,6868,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3529.owl,5879,0,13362,7478,3132,4346,0,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4610.owl,5946,0,16864,10916,10916,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4460.owl,10549,0,24381,13832,13832,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3781.owl,5949,0,17258,11307,10916,391,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.9153,0.6431,7.3204,0.0603,0.1311,0.0859,0.2397
ore_ont_7499.owl,5109,149,17035,11821,11483,223,115,0,106,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7356.owl,5953,391,17263,11309,10918,391,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.861,0.6732,7.2232,0.0603999999999999,0.3605,0.2907,0.245
ore_ont_11878.owl,13125,0,19789,6656,6648,0,8,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10425.owl,19,290,12656,12566,173,12339,54,62,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0521,0.6935,2.3521,0.0067,0.0955,OE,0.3685
ore_ont_904.owl,5554,0,12061,6413,6359,0,54,4,91,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4567.owl,4265,3573,19191,14450,8271,5949,230,49,428,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.9179,TO,OE,1.0421,117.3499,OE,1.5214
ore_ont_5695.owl,427,2394,13166,12716,762,11948,6,1,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10384.owl,3832,0,23394,19558,7277,12278,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2534,2.8349,14.2583,0.0424,0.6859,0.5021,0.3105
ore_ont_2624.owl,3832,0,23394,19558,7277,12278,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2499,2.8551,14.3146,0.0425,0.6386,0.512,0.3113
ore_ont_11896.owl,3710,0,14066,10355,10355,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_22.owl,2208,0,20920,18698,4059,14635,4,0,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.5982,7.841699999999999,16.7662,0.0302,0.3652,0.2931,0.2957
ore_ont_11140.owl,3710,0,14066,10355,10355,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10123.owl,2143,15133,20141,17971,2817,15133,21,0,27,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8492.owl,6658,0,18775,12112,12112,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7275.owl,6661,0,18782,12116,12116,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14066.owl,6785,0,19162,12372,12372,0,0,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8705.owl,6326,5,22331,16002,10911,5088,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.7102999999999999,3.5924,17.4558,0.0779,0.7542,0.6497999999999999,0.3254
ore_ont_2578.owl,6326,5,22331,16002,10911,5088,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.684,3.7262,18.2045,0.0793,0.7134,0.6785,0.3289
ore_ont_9299.owl,4106,0,15678,11539,11528,0,11,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16105.owl,5352,0,24905,19550,6373,13177,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7439.owl,6785,0,19138,12347,12347,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13000.owl,6785,0,19156,12365,12365,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_443.owl,39,2182,11391,11289,275,11008,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1501.owl,6799,0,19148,12343,12343,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12174.owl,247,2260,13889,13505,511,12919,75,34,104,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16666.owl,3790,2319,14565,10384,7254,2941,189,46,346,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15612.owl,2726,0,16818,14084,13461,620,3,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3516.owl,2726,0,16818,14084,13461,620,3,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.107,0.8586,2.5697,0.0423,5.4906,4.2102,0.2126
ore_ont_15063.owl,124,1605,12040,11871,268,11575,27,37,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0164,0.4476,4.5495,0.0234,3.8729,OE,0.1445
ore_ont_10053.owl,6139,0,18304,12165,12165,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4503.owl,2721,0,16191,13462,13459,0,3,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8779.owl,187,4354,11648,11398,385,11008,5,0,64,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2303,0.6304,4.7965,0.0159,0.2926,0.2602,0.3587
ore_ont_13852.owl,15318,1,27661,12343,12342,1,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2128.owl,15321,1,27664,12344,12343,1,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8347.owl,15320,1,27666,12346,12345,1,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8882.owl,221,4355,11762,11479,465,11008,6,0,64,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,9.4882,18.6706,79.7277,0.0388,7.4801,25.0657,0.4709
ore_ont_7345.owl,23,2221,9972,9759,391,9284,80,30,160,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0536,0.2658,1.4668,0.0357,0.0899,OE,0.1494
ore_ont_947.owl,2729,0,16107,13369,13366,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2497.owl,6917,0,19335,12399,12388,0,11,0,19,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9303.owl,726,2125,11295,10505,2405,8089,11,27,37,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,IE,IE,IE,IE,OE,0.3524
ore_ont_14280.owl,6885,0,19225,12322,12313,0,9,0,18,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6198.owl,6593,0,15081,8472,8470,0,2,0,16,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2792.owl,3829,2423,14984,10737,7378,3165,194,46,373,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.5282,TO,104.3829,0.8137,79.7635,OE,1.1524
ore_ont_4226.owl,6785,0,19138,12347,12347,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5721.owl,126,5574,13575,13372,251,13058,63,0,79,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.54,8.4898,8.7563,0.0221999999999999,0.3823,0.3202,0.3273
ore_ont_802.owl,1395,3764,13078,11596,1571,10016,9,49,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2331,99.5488,5.8349,0.0378,0.8681,OE,0.2997
ore_ont_15066.owl,6977,0,19444,12440,12401,7,32,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10806.owl,15320,0,27662,12343,12343,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15871.owl,133,3347,15327,15182,155,15025,2,3,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0516,IE,2.2317,0.0155,IE,OE,0.4623
ore_ont_205.owl,5496,149,17893,12291,11953,223,115,0,107,0,OWL2_DL - OWL2_FULL,OWL2_DL,626.2505,65.9452,TO,7.559699999999999,TO,TO,7.8662
ore_ont_15793.owl,13861,0,20906,7044,7044,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8864.owl,8463,0,14290,5804,5804,0,0,0,23,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1666.owl,5946,0,16864,10916,10916,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14995.owl,4742,0,15875,11132,11132,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6230.owl,6658,0,18775,12112,12112,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5002.owl,6728,0,18954,12221,12221,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15655.owl,1595,4807,20883,19222,1987,17223,12,26,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13082.owl,206,1617,13370,13159,258,12900,1,2,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1095,OE,2.2589,0.0168,IE,IE,0.3473
ore_ont_10992.owl,3836,12278,23399,19560,7279,12278,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11502.owl,3836,12278,23399,19560,7279,12278,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14027.owl,15865,0,28456,12591,12591,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15098.owl,211,6916,13348,13131,255,12870,6,0,7,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15288.owl,39,2619,12984,12882,275,12601,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16800.owl,9810,0,16524,6690,6678,7,5,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4733.owl,15359,0,30434,15074,15074,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10754.owl,130,3093,12432,12261,322,11931,8,10,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15344.owl,6133,0,20406,14265,14257,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4639.owl,2795,1,26028,23228,10550,12674,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1602,4.4767,12.0891,0.0355,2.8335,2.3879,0.333
ore_ont_7251.owl,6731,0,29333,22597,8410,14187,0,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.1016,0.6926,47.4382,0.0658,0.1187,0.1141,0.3983
ore_ont_7926.owl,14877,0,29746,14869,14869,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
