Statistics,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,
ore_ont_8294.owl,2769,102,6406,3569,3390,111,68,0,69,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10952.owl,2041,150,5880,3612,3018,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9540.owl,51,198,2264,2168,113,2004,51,0,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6727.owl,2096,150,5995,3672,3078,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11619.owl,3619,0,8720,5100,5100,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1475.owl,2785,0,6707,3912,3895,0,17,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10326.owl,2785,0,6706,3910,3895,0,15,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8941.owl,80,215,2421,2218,351,1752,115,19,105,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12325.owl,2135,153,6102,3739,3140,470,129,36,193,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9673.owl,3100,0,7998,4882,4872,0,10,0,16,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6905.owl,3100,0,7999,4883,4873,0,10,0,16,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5197.owl,3112,0,8029,4902,4891,0,11,0,15,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5241.owl,1230,1,8996,7763,1342,6418,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16039.owl,4301,0,8664,4355,4351,0,4,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15301.owl,2236,8,8488,6235,2708,3520,7,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6934.owl,146,538,3149,2857,582,2187,88,56,94,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2703.owl,2085,187,6126,3801,3114,548,139,36,205,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5149.owl,699,2907,6399,5697,692,5005,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_16806.owl,4317,0,8737,4412,4408,0,4,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8090.owl,4317,0,8737,4412,4408,0,4,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15222.owl,4317,0,8738,4413,4409,0,4,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4798.owl,4317,0,8738,4413,4409,0,4,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2749.owl,39,720,3963,3861,275,3580,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3550.owl,2977,0,6750,3771,3770,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12801.owl,1703,2,8265,6514,2303,4157,54,0,48,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8940.owl,1669,2,9106,7415,2011,5387,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7108.owl,2198,187,6371,3932,3245,548,139,36,206,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13299.owl,3906,22,8913,4839,4739,24,76,55,114,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14040.owl,1625,0,4559,2924,2923,0,1,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11635.owl,1669,2,9502,7811,2407,5387,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9646.owl,3205,0,7286,4079,4078,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14396.owl,3205,0,7291,4084,4083,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_572.owl,113,565,5422,5229,271,4889,69,21,60,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6423.owl,2792,0,7999,5117,5048,0,69,0,90,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3916.owl,39,797,4497,4395,275,4114,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10781.owl,293,590,4847,4543,1311,3230,2,7,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4903.owl,1876,280,5222,3240,2775,350,115,5,102,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12916.owl,2457,202,6983,4295,3588,577,130,36,196,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7052.owl,39,813,4535,4433,275,4152,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10742.owl,1315,0,6477,5157,5154,0,3,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11298.owl,4001,0,8834,4830,4830,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7743.owl,2568,8,10125,7539,3127,4405,7,0,18,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13837.owl,225,1739,4876,4589,469,4114,6,0,64,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10254.owl,2860,0,8260,5397,5393,0,4,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15108.owl,1700,0,5806,4100,4100,0,0,0,6,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3484.owl,4908,0,7362,2454,2454,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_7680.owl,3609,3608,10889,7280,3613,3667,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_2604.owl,2358,448,7400,4809,3451,1229,129,36,198,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15968.owl,2167,0,6251,4073,4073,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6822.owl,749,570,4600,3782,2473,1295,14,26,44,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6146.owl,1931,2,11076,9125,2306,6802,17,0,20,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1672.owl,107,1268,6283,6054,179,5798,77,28,94,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_928.owl,1826,5473,10041,8160,2614,5473,73,0,56,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10968.owl,4001,0,8834,4830,4830,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9772.owl,4361,0,9081,4718,4402,316,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13755.owl,4361,0,9080,4717,4402,315,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12635.owl,1315,0,6480,5158,5155,0,3,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6134.owl,1683,0,5356,3645,3607,0,38,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15932.owl,4952,0,8587,3634,3634,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12405.owl,4238,0,7311,3046,3046,0,0,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5462.owl,4327,0,7441,3088,3088,0,0,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9053.owl,2227,1158,9797,7472,4010,3404,58,39,60,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3381.owl,3138,156,8361,4990,4486,373,131,36,198,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11623.owl,2748,0,7690,4529,4087,0,442,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14818.owl,3138,156,8468,5096,4488,477,131,36,199,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5550.owl,1818,5387,9851,8008,2600,5387,21,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_399.owl,3160,156,8524,5130,4522,477,131,36,199,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9790.owl,6253,0,12963,6710,6710,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13139.owl,2140,3,12537,10373,2785,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8759.owl,6257,0,12972,6714,6714,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14860.owl,287,1372,6281,5920,546,5367,7,30,45,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11910.owl,2143,3,12558,10391,2803,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2677.owl,3233,158,8693,5223,4612,480,131,36,202,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8902.owl,3264,156,8750,5252,4649,472,131,36,199,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3784.owl,4327,0,7442,3088,3088,0,0,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9249.owl,154,1204,6609,6433,247,6180,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11626.owl,1974,5,9520,7545,3698,3846,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15152.owl,3947,0,6818,2863,2863,0,0,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8933.owl,1275,15,12621,11342,2177,9161,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7372.owl,1275,15,12621,11342,2177,9161,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14863.owl,1784,7,12958,11167,2116,9048,3,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1065.owl,2067,1,12104,10036,2349,7686,1,0,1,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_11484.owl,1125,13,5316,4121,4015,13,93,1,70,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_644.owl,2140,3,12761,10597,3009,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5669.owl,2140,3,12761,10597,3009,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2318.owl,3439,159,9154,5478,4860,486,132,36,202,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6065.owl,5263,0,11014,5751,5751,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_1493.owl,6584,0,13169,6585,6585,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5115.owl,6584,0,13171,6587,6587,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6202.owl,6588,0,13176,6589,6589,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_16509.owl,2419,0,12663,10233,3169,7055,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7180.owl,2478,0,12904,10415,3228,7178,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2333.owl,2478,0,12904,10415,3228,7178,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12000.owl,3300,0,14829,11528,5423,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16547.owl,3300,0,14846,11545,5440,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8641.owl,2789,3135,11046,8257,5121,3135,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15944.owl,3679,0,10808,7125,7122,0,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16669.owl,3087,0,9271,5771,5329,0,442,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1016.owl,3087,0,9271,5771,5329,0,442,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16558.owl,3679,0,10814,7131,7128,0,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4737.owl,1665,1685,11523,9830,2235,7579,16,6,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4655.owl,4358,0,8762,4402,4402,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15184.owl,2999,1135,9904,6376,4129,1872,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13857.owl,2999,1135,9912,6384,4129,1880,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6737.owl,4358,0,8762,4402,4402,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2783.owl,2994,1152,9936,6410,4129,1899,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14593.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9382.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9558.owl,2999,1135,9939,6411,4128,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6815.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9758.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10409.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_960.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10672.owl,2999,1135,9943,6415,4129,1911,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14134.owl,2994,1152,9961,6435,4129,1924,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7399.owl,2994,1152,9968,6442,4128,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_153.owl,2994,1152,9968,6442,4128,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9668.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13337.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2531.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14331.owl,3005,1152,9996,6459,4145,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10985.owl,3030,1135,10002,6443,4160,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3640.owl,168,1387,7651,7465,290,7169,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5092.owl,3034,1135,10011,6448,4165,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12836.owl,183,939,5197,4895,529,4359,7,10,110,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_253.owl,1859,2390,10356,8493,3709,4780,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10423.owl,3024,1173,10115,6561,4162,2023,376,32,499,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6354.owl,3724,1270,10730,6503,4331,1704,468,0,504,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_4260.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15917.owl,3018,0,13362,10340,4863,5474,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15341.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13840.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10275.owl,1669,2,14887,13196,2407,10772,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13460.owl,2374,7,14912,12534,4449,8082,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1539.owl,2996,1135,10166,6641,4129,2137,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15490.owl,5349,0,11725,6373,6373,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14255.owl,2999,1135,10183,6655,4129,2151,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8326.owl,2991,1152,10195,6672,4129,2161,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10588.owl,3000,1135,10188,6660,4129,2156,375,32,497,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7758.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8684.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13150.owl,2999,1135,10191,6663,4130,2158,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_259.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4162.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3114.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8359.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8286.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4515.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15450.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6765.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16565.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12884.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7474.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2664.owl,3000,1135,10197,6668,4130,2163,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13941.owl,3000,1135,10201,6672,4130,2167,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4581.owl,3001,1142,10205,6675,4131,2169,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9972.owl,2994,1152,10217,6691,4126,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1870.owl,2994,1152,10219,6693,4129,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9186.owl,2995,1152,10220,6694,4129,2183,382,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15352.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8171.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2817.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5543.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3329.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13776.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16738.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9037.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15544.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4263.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1790.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6469.owl,3008,1135,10215,6678,4144,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7775.owl,1398,1483,6688,5257,2892,2328,37,1,32,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16120.owl,2995,1152,10230,6703,4130,2191,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5448.owl,3014,1140,10232,6687,4147,2165,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16617.owl,3007,1152,10250,6711,4146,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12474.owl,3006,1152,10245,6707,4150,2175,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8431.owl,3010,1152,10253,6711,4147,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11636.owl,3535,1226,10567,6696,4840,1669,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8999.owl,3010,1152,10257,6715,4150,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13700.owl,2554,1884,7219,4625,2687,1895,43,7,33,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13851.owl,3535,1226,10569,6698,4841,1670,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14919.owl,3008,1165,10247,6710,4141,2194,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7320.owl,3531,1226,10567,6701,4839,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8668.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3214.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6266.owl,3020,1152,10279,6724,4159,2183,382,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11696.owl,3535,1226,10576,6705,4842,1676,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16017.owl,3535,1226,10579,6708,4842,1679,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7102.owl,3007,1156,10235,6695,4138,2182,375,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14183.owl,3539,1226,10585,6709,4847,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6847.owl,3534,1226,10578,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14766.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4958.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4429.owl,3005,1178,10273,6736,4144,2210,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10058.owl,3535,1226,10583,6713,4840,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3584.owl,2998,1164,10277,6747,4135,2230,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14896.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4210.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4188.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6729.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3795.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3357.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4770.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7084.owl,3043,1135,10286,6713,4190,2148,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10594.owl,3539,1226,10592,6716,4847,1682,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11289.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11948.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4834.owl,3535,1226,10589,6717,4841,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8719.owl,2998,1176,10274,6744,4137,2225,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11564.owl,3039,1135,10292,6724,4190,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1091.owl,3547,1226,10600,6718,4856,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3500.owl,3539,1226,10600,6723,4847,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14878.owl,3562,1226,10621,6723,4873,1663,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5943.owl,3539,1226,10603,6727,4846,1694,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4092.owl,3535,1226,10597,6726,4840,1699,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
